-.04011,.224513,-.064178
-.03546,.234662,-.091287
-.028643,.226311,-.091565
-.036914,.239158,-.110594
-.029853,.231213,-.112309
-.039182,.23667,-.123752
-.03427,.23362,-.125147
-.057904,.286102,-.06268
-.058827,.291735,-.061387
-.052592,.300863,-.093497
-.052006,.295178,-.094593
-.047103,.304626,-.119179
-.046827,.298786,-.118138
-.053952,.298142,-.132664
-.054197,.292458,-.130791
-.036749,.373561,-.111562
-.041447,.365785,-.109251
-.046072,.365812,-.064859
-.0405,.373432,-.06532
-.024013,.385338,-.068682
-.015019,.38844,-.069312
-.014499,.386149,-.116622
-.023326,.383698,-.116319
-.013138,.379739,-.143232
-.02255,.378339,-.142985
-.012503,.372502,-.172809
-.021885,.370122,-.172071
-.014211,.363527,-.201902
-.021619,.360836,-.201459
-.023452,.346806,-.23037
-.038934,.370775,-.140157
-.042628,.357681,-.134128
-.006382,.299309,-.250663
0,.293481,-.24184
0,.264795,-.235292
-.010588,.276372,-.247984
-.017666,.304557,-.250379
-.023769,.284634,-.247618
-.044649,.245323,-.064689
-.043675,.254812,-.090121
0,.322167,-.248388
-.049844,.323037,-.176533
-.05054,.334007,-.14986
-.04611,.348968,-.158873
-.043525,.334536,-.189587
-.009706,.348572,-.234122
-.007743,.347927,-.236442
-.009618,.336616,-.245219
-.012511,.336909,-.243676
-.021694,.336186,-.238002
-.045981,.272071,-.090083
-.048153,.267284,-.064244
-.052117,.273574,-.064426
-.048702,.283497,-.090438
-.046607,.270502,-.111381
-.046055,.284791,-.115469
-.053802,.262502,-.122659
-.054157,.27509,-.126066
-.007399,.329821,-.250359
-.00393,.324313,-.252374
-.003911,.322602,-.250472
-.009128,.327216,-.24963
-.038137,.361402,-.16947
-.043912,.252659,-.109187
-.049287,.247249,-.121426
-.034876,.330682,-.220135
0,.356517,-.227139
0,.355118,-.231633
0,.322481,-.25131
-.02517,.320356,-.240925
-.030356,.308205,-.239545
-.040246,.313185,-.225903
-.036169,.348203,-.197283
-.048348,.31955,-.206967
-.044932,.342736,-.127668
-.043735,.351864,-.106002
-.052102,.349297,-.062786
-.031074,.356066,-.200161
-.030979,.366779,-.1711
-.031202,.375891,-.141981
-.030505,.379183,-.113727
0,.366883,-.201756
0,.374456,-.173543
0,.380181,-.142234
0,.385984,-.115517
0,.38878,-.064557
-.032687,.380082,-.067304
-.04805,.324049,-.122399
-.05272,.311545,-.137888
-.055649,.250434,-.118165
-.049507,.256242,-.106663
-.046845,.328247,-.098094
-.046627,.259854,-.089859
-.054019,.322805,-.061807
-.046702,.253734,-.064366
-.016017,.222056,-.116036
-.017135,.227673,-.137764
0,.225559,-.14628
0,.221771,-.118285
-.014386,.217311,-.091467
0,.219104,-.094962
-.016545,.211169,-.063409
0,.211147,-.06318
-.017884,.225609,-.16645
0,.228554,-.173568
-.022767,.224045,-.147366
-.038622,.229216,-.131358
-.006174,.234986,-.20687
-.013525,.225906,-.208531
-.014408,.237205,-.231527
-.006508,.252334,-.233651
-.006486,.224266,-.176811
-.014673,.217971,-.180424
-.015196,.263961,-.244216
-.048675,.25477,-.106521
-.054093,.249042,-.117834
-.045913,.257833,-.089901
0,.242226,-.20579
.028643,.226311,-.091565
.03546,.234662,-.091287
.04011,.224513,-.064178
.032023,.215691,-.064418
.029853,.231213,-.112309
.036914,.239158,-.110594
.03427,.23362,-.125147
.039182,.23667,-.123752
.052006,.295178,-.094593
.052592,.300863,-.093497
.058827,.291735,-.061387
.057904,.286102,-.06268
.046827,.298786,-.118138
.047103,.304626,-.119179
.054197,.292458,-.130791
.053952,.298142,-.132664
.0405,.373432,-.06532
.046072,.365812,-.064859
.041447,.365785,-.109251
.036749,.373561,-.111562
.023326,.383698,-.116319
.014499,.386149,-.116622
.015019,.38844,-.069312
.024013,.385338,-.068682
.02255,.378339,-.142985
.013138,.379739,-.143232
.021885,.370122,-.172071
.012503,.372502,-.172809
.021619,.360836,-.201459
.014211,.363527,-.201902
.023452,.346806,-.23037
.042628,.357681,-.134128
.038934,.370775,-.140157
.010588,.276372,-.247984
.006382,.299309,-.250663
.023769,.284634,-.247618
.017666,.304557,-.250379
.043675,.254812,-.090121
.044649,.245323,-.064689
.043525,.334536,-.189587
.04611,.348968,-.158873
.05054,.334007,-.14986
.049844,.323037,-.176533
.012511,.336909,-.243676
.009618,.336616,-.245219
.007743,.347927,-.236442
.009706,.348572,-.234122
.021694,.336186,-.238002
.048702,.283497,-.090438
.052117,.273574,-.064426
.048153,.267284,-.064244
.045981,.272071,-.090083
.046055,.284791,-.115469
.046607,.270502,-.111381
.054157,.27509,-.126066
.053802,.262502,-.122659
.009128,.327216,-.24963
.003911,.322602,-.250472
.00393,.324313,-.252374
.007399,.329821,-.250359
.038137,.361402,-.16947
.043912,.252659,-.109187
.049287,.247249,-.121426
.034876,.330682,-.220135
.02517,.320356,-.240925
.030356,.308205,-.239545
.040246,.313185,-.225903
.048348,.31955,-.206967
.036169,.348203,-.197283
.044932,.342736,-.127668
.043735,.351864,-.106002
.052102,.349297,-.062786
.031074,.356066,-.200161
.030979,.366779,-.1711
.031202,.375891,-.141981
.030505,.379183,-.113727
.032687,.380082,-.067304
.05272,.311545,-.137888
.04805,.324049,-.122399
.049507,.256242,-.106663
.055649,.250434,-.118165
.046845,.328247,-.098094
.046627,.259854,-.089859
.054019,.322805,-.061807
.046702,.253734,-.064366
.017135,.227673,-.137764
.016017,.222056,-.116036
.014386,.217311,-.091467
.016545,.211169,-.063409
.017884,.225609,-.16645
.022767,.224045,-.147366
.038622,.229216,-.131358
.006508,.252334,-.233651
.014408,.237205,-.231527
.013525,.225906,-.208531
.006174,.234986,-.20687
.014673,.217971,-.180424
.006486,.224266,-.176811
.015196,.263961,-.244216
.054093,.249042,-.117834
.048675,.25477,-.106521
.045913,.257833,-.089901
.007477,.330012,-.257247
.008518,.337508,-.252504
.005754,.347437,-.247867
0,.351602,-.24566
.003977,.324578,-.258868
0,.322831,-.258094
-.008518,.337508,-.252504
-.007477,.330012,-.257247
-.005754,.347437,-.247867
-.003977,.324578,-.258868
-.03674,.199891,.000668
-.046108,.207631,.000876
-.043011,.214905,-.032796
-.033216,.206474,-.032186
-.060408,.26754,.007968
-.06147,.273702,.008688
-.063397,.279822,-.030906
-.061905,.274029,-.031286
-.044159,.370894,-.026159
-.049979,.363133,-.026949
-.05249,.362184,.016816
-.046329,.369733,.017493
-.026122,.384617,-.024182
-.017151,.388492,-.02298
-.026124,.383175,.018996
-.016766,.386821,.020814
-.051805,.233455,-.032079
-.053571,.260858,-.032008
-.053574,.224645,.003393
-.056949,.34545,-.028255
-.061382,.339076,.015012
-.035574,.378504,-.025163
-.036672,.377202,.018266
0,.391705,-.019945
0,.389856,.02706
-.059575,.311955,-.028467
-.05975,.338958,-.028146
-.064723,.293813,.011574
-.065885,.31288,.012121
-.058568,.256822,.006969
-.017089,.201255,-.029959
0,.202884,-.030245
-.0203,.195947,.004861
0,.197684,.005041
.033216,.206474,-.032186
.043011,.214905,-.032796
.046108,.207631,.000876
.03674,.199891,.000668
.061905,.274029,-.031286
.063397,.279822,-.030906
.06147,.273702,.008688
.060408,.26754,.007968
.046329,.369733,.017493
.05249,.362184,.016816
.049979,.363133,-.026949
.044159,.370894,-.026159
.017151,.388492,-.02298
.026122,.384617,-.024182
.016766,.386821,.020814
.026124,.383175,.018996
.051805,.233455,-.032079
.053571,.260858,-.032008
.053574,.224645,.003393
.056949,.34545,-.028255
.061382,.339076,.015012
.035574,.378504,-.025163
.036672,.377202,.018266
.05975,.338958,-.028146
.059575,.311955,-.028467
.065885,.31288,.012121
.064723,.293813,.011574
.058568,.256822,.006969
.017089,.201255,-.029959
.0203,.195947,.004861
-.009629,.292874,.245391
-.018461,.300433,.242966
-.008947,.290463,.24398
-.009189,.269344,.233278
-.00807,.274545,.236761
-.012068,.273897,.234892
0,.287027,.246352
-.019409,.271047,.22881
0,.266568,.235277
0,.286053,.243836
-.009404,.28541,.241289
